feature,importance
calories,0.14141100551091604
protein_g,0.1918331634455011
fat_g,0.09978503039888154
carbs_g,0.15102145955594912
fiber_g,0.08319105443339268
sugar_g,0.09878262115725193
sodium_mg,0.1328757947097479
saturated_fat_g,0.10109987078835966
