feature,importance
calories,0.14417833565266544
protein_g,0.13967604461800087
fat_g,0.09545152394724328
carbs_g,0.15931539607457773
fiber_g,0.09135230078256044
sugar_g,0.1170682399636588
sodium_mg,0.14481173275845644
saturated_fat_g,0.10814642620283708
